"Razao Social (Registro ANS)";"Cobertura";"Porte";"Classificacao no Mes";"Classificacao no Mes Anterior";"Dez/20";"Nov/20";"Out/20";"Set/20";"Ago/20";"Jul/20";"Jun/20";"Mai/20";"Abr/20";"Mar/20";"Fev/20";"Jan/20";"Competencia";"Data de atualizacao"
"ASSOCIAÇÃO SÃO FRANCISCO VIDA (419141)";"Médico Hospitalar";"Médio";"71";"53";"   4.06";"   4.71";"   4.05";"   4.06";"   2.37";"   2.03";"   3.05";"   4.74";"   5.07";"   4.04";"   2.36";"   3.38";"202009";"15/01/2021 07:40:34"
"UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO (353663)";"Médico Hospitalar";"Médio";"72";"81";"   3.92";"   2.75";"   2.76";"   3.92";"   3.94";"   2.79";"   2.66";"   2.66";"   3.12";"   2.69";"   2.11";"   2.13";"202009";"15/01/2021 07:40:34"
"PLENA SAÚDE LTDA (348830)";"Médico Hospitalar";"Médio";"73";"63";"   3.89";"   4.11";"   3.71";"   3.89";"   2.94";"   2.85";"   2.61";"   2.86";"   3.01";"   5.10";"   5.13";"   5.01";"202009";"15/01/2021 07:40:34"
"UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO (351792)";"Médico Hospitalar";"Médio";"74";"102";"   3.89";"   2.16";"   3.03";"   3.89";"   3.87";"   4.69";"   4.23";"   4.60";"   3.32";"   3.31";"   2.07";"   2.08";"202009";"15/01/2021 07:40:34"
"CASA DE SAÚDE SÃO BERNARDO S/A (363766)";"Médico Hospitalar";"Médio";"75";"77";"   3.81";"   3.10";"   3.70";"   3.81";"   3.80";"   3.80";"   4.27";"   3.42";"   3.40";"   2.34";"   2.21";"   2.20";"202009";"15/01/2021 07:40:34"
"HUMANA PARANÁ S.A (348180)";"Médico Hospitalar";"Médio";"76";"61";"   3.80";"   4.44";"   4.31";"   3.80";"   3.24";"   1.81";"   1.00";"   1.34";"   2.19";"   2.22";"   2.57";"   2.42";"202009";"15/01/2021 07:40:34"
"FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (355151)";"Médico Hospitalar";"Médio";"77";"90";"   3.68";"   2.46";"   3.44";"   3.68";"   4.90";"   2.94";"   2.45";"   0.98";"   2.44";"   2.68";"   4.38";"   5.10";"202009";"15/01/2021 07:40:34"
"MEDPLAN ASSISTÊNCIA MEDICA LTDA. (337510)";"Médico Hospitalar";"Médio";"78";"38";"   3.52";"   4.00";"   3.36";"   3.52";"   2.91";"   3.45";"   2.39";"   2.41";"   1.78";"   2.02";"   1.69";"   1.68";"202009";"15/01/2021 07:40:34"
"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA (337374)";"Médico Hospitalar";"Médio";"79";"65";"   3.40";"   3.93";"   1.69";"   3.40";"   3.70";"   3.14";"   2.01";"   2.30";"   3.17";"   3.72";"   3.70";"   3.13";"202009";"15/01/2021 07:40:34"
"SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA (403962)";"Médico Hospitalar";"Médio";"80";"108";"   3.40";"   1.89";"   3.35";"   3.40";"   3.45";"   2.50";"   2.03";"   2.56";"   2.07";"   1.56";"   1.04";"   1.05";"202009";"15/01/2021 07:40:34"
"UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA. (330108)";"Médico Hospitalar";"Médio";"81";"99";"   3.37";"   2.23";"   3.08";"   3.37";"   3.95";"   2.26";"   1.40";"   0.28";"   0.84";"   1.12";"   2.23";"   2.23";"202009";"15/01/2021 07:40:34"
"PLANO DE SAÚDE ANA COSTA LTDA. (360244)";"Médico Hospitalar";"Médio";"82";"92";"   3.34";"   2.43";"   2.89";"   3.34";"   3.58";"   2.78";"   2.08";"   2.18";"   2.10";"   2.14";"   1.76";"   3.21";"202009";"15/01/2021 07:40:34"
"BRADESCO SAÚDE - OPERADORA DE PLANOS  S/A (421715)";"Médico Hospitalar";"Médio";"83";"59";"   3.31";"   1.93";"   2.42";"   3.31";"   4.13";"   3.47";"   2.69";"   1.57";"   1.11";"   2.25";"   3.39";"   5.14";"202009";"15/01/2021 07:40:34"
"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA. (353060)";"Médico Hospitalar";"Médio";"84";"82";"   3.30";"   2.74";"   2.26";"   3.30";"   2.31";"   2.33";"   2.34";"   4.95";"   6.03";"   6.07";"   3.45";"   3.20";"202009";"15/01/2021 07:40:34"
"SOBAM CENTRO MÉDICO HOSPITALAR S.A. (326500)";"Médico Hospitalar";"Médio";"85";"94";"   3.27";"   2.37";"   2.88";"   3.27";"   3.55";"   3.32";"   2.29";"   3.07";"   3.54";"   4.68";"   4.22";"   4.06";"202009";"15/01/2021 07:40:34"
"CEMIG SAÚDE (417505)";"Médico Hospitalar";"Médio";"86";"104";"   3.22";"   2.04";"   2.72";"   3.22";"   3.39";"   3.22";"   2.54";"   1.52";"   0.85";"   0.34";"0.00";"   0.68";"202009";"15/01/2021 07:40:34"
"SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL (361011)";"Médico Hospitalar";"Médio";"87";"101";"   3.17";"   2.20";"   2.23";"   3.17";"   2.76";"   2.78";"   1.87";"   1.89";"   0.96";"   1.46";"   2.46";"   5.44";"202009";"15/01/2021 07:40:34"
"UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO (347507)";"Médico Hospitalar";"Médio";"88";"87";"   3.10";"   2.57";"   3.87";"   3.10";"   2.84";"   1.29";"   1.55";"   1.54";"   3.33";"   3.56";"   3.03";"   1.76";"202009";"15/01/2021 07:40:34"
"PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A (350141)";"Médico Hospitalar";"Médio";"89";"62";"   3.04";"   4.16";"   3.16";"   3.04";"   2.11";"   1.77";"   1.52";"   0.92";"   1.49";"   1.82";"   2.03";"   2.13";"202009";"15/01/2021 07:40:34"
"UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO (362140)";"Médico Hospitalar";"Médio";"90";"56";"   2.99";"   4.57";"   3.49";"   2.99";"   2.79";"   2.89";"   2.96";"   2.66";"   3.68";"   4.01";"   4.38";"   6.12";"202009";"15/01/2021 07:40:34"
"UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO (314099)";"Médico Hospitalar";"Médio";"91";"178";"   2.99";"   0.49";"   1.97";"   2.99";"   3.30";"   1.78";"   0.25";"   1.26";"   2.26";"   2.52";"   1.51";"   1.01";"202009";"15/01/2021 07:40:34"
"ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA (326755)";"Médico Hospitalar";"Médio";"92";"76";"   2.98";"   3.12";"   2.49";"   2.98";"   2.08";"   3.47";"   4.63";"   6.73";"   6.05";"   5.82";"   3.49";"   3.26";"202009";"15/01/2021 07:40:34"
"UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA. (354066)";"Médico Hospitalar";"Médio";"93";"95";"   2.92";"   2.35";"   3.27";"   2.92";"   4.04";"   4.04";"   4.03";"   3.61";"   3.54";"   4.40";"   3.72";"   3.71";"202009";"15/01/2021 07:40:34"
"UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE (302953)";"Médico Hospitalar";"Médio";"94";"64";"   2.87";"   4.00";"   3.30";"   2.87";"   3.21";"   3.83";"   3.48";"   2.93";"   2.15";"   2.39";"   2.41";"   2.57";"202009";"15/01/2021 07:40:34"
"CLINICA SÃO JOSÉ SAUDE LTDA. (413275)";"Médico Hospitalar";"Médio";"95";"79";"   2.86";"   2.84";"   3.80";"   2.86";"   2.50";"   0.97";"   1.55";"   2.31";"   3.06";"   4.23";"   3.29";"   2.72";"202009";"15/01/2021 07:40:34"
"UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO (348295)";"Médico Hospitalar";"Médio";"96";"93";"   2.74";"   2.43";"   2.58";"   2.74";"   2.40";"   2.40";"   2.02";"   1.89";"   2.52";"   3.02";"   3.27";"   2.14";"202009";"15/01/2021 07:40:34"
"UNIMED SALTO/ITU -  COOPERATIVA MÉDICA (346276)";"Médico Hospitalar";"Médio";"97";"83";"   2.74";"   2.73";"   2.40";"   2.74";"   2.40";"   2.22";"   2.38";"   2.21";"   3.05";"   2.05";"   2.25";"   1.75";"202009";"15/01/2021 07:40:34"
"CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE (316873)";"Médico Hospitalar";"Médio";"98";"110";"   2.74";"   1.85";"   3.21";"   2.74";"   1.36";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"   0.44";"202009";"15/01/2021 07:40:34"
"UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO (324345)";"Médico Hospitalar";"Médio";"99";"213";"   2.71";"0.00";"   2.26";"   2.71";"   3.16";"   2.25";"   2.23";"   2.21";"   0.88";"   1.75";"   1.31";"   2.19";"202009";"15/01/2021 07:40:34"
"UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO (323268)";"Médico Hospitalar";"Médio";"100";"107";"   2.71";"   1.94";"   1.80";"   2.71";"   2.72";"   2.12";"   0.76";"   0.91";"   1.52";"   2.12";"   2.12";"   1.52";"202009";"15/01/2021 07:40:34"
"UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA (333662)";"Médico Hospitalar";"Médio";"101";"117";"   2.70";"   1.69";"   3.38";"   2.70";"   2.69";"   1.01";"   0.67";"   2.01";"   2.34";"   2.33";"   1.32";"   1.31";"202009";"15/01/2021 07:40:34"
"SÃO LUCAS SAÚDE S/A (344362)";"Médico Hospitalar";"Médio";"102";"88";"   2.64";"   2.52";"   3.36";"   2.64";"   2.04";"   1.08";"   0.84";"   1.07";"   0.94";"   1.29";"   0.94";"   1.28";"202009";"15/01/2021 07:40:34"
"UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO (321273)";"Médico Hospitalar";"Médio";"103";"96";"   2.59";"   2.33";"   2.41";"   2.59";"   1.57";"   1.45";"   1.16";"   1.63";"   1.35";"   1.44";"   1.61";"   1.58";"202009";"15/01/2021 07:40:34"
"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA (359777)";"Médico Hospitalar";"Médio";"104";"103";"   2.58";"   2.16";"   2.37";"   2.58";"   2.38";"   1.54";"   0.89";"   0.89";"   1.99";"   1.75";"   2.63";"   2.42";"202009";"15/01/2021 07:40:34"
"UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087)";"Médico Hospitalar";"Médio";"105";"191";"   2.55";"   0.43";"   2.12";"   2.55";"   2.97";"   1.70";"   2.12";"   2.12";"   1.69";"   2.54";"   2.12";"   2.12";"202009";"15/01/2021 07:40:34"
"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (311375)";"Médico Hospitalar";"Médio";"106";"32";"   2.49";"   7.16";"   4.36";"   2.49";"   1.87";"   1.87";"   3.11";"   2.48";"   2.17";"   2.16";"   2.16";"   2.78";"202009";"15/01/2021 07:40:34"
"UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT. (330264)";"Médico Hospitalar";"Médio";"107";"109";"   2.49";"   2.00";"   2.49";"   2.49";"   1.99";"   0.50";"   0.49";"   0.98";"   1.47";"   1.96";"   2.92";"   2.43";"202009";"15/01/2021 07:40:34"
"AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA (413330)";"Médico Hospitalar";"Médio";"108";"131";"   2.41";"   1.23";"   1.64";"   2.41";"   2.77";"   1.95";"   1.94";"   2.69";"   2.27";"   2.23";"   0.74";"   0.73";"202009";"15/01/2021 07:40:34"
"METRUS INSTITUTO DE SEGURIDADE SOCIAL (380661)";"Médico Hospitalar";"Médio";"109";"91";"   2.41";"   2.43";"   1.52";"   2.41";"   4.20";"   5.10";"   6.59";"   7.50";"   9.01";"  10.81";"  11.10";"  10.50";"202009";"15/01/2021 07:40:34"
"UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA (345709)";"Médico Hospitalar";"Médio";"110";"105";"   2.40";"   1.99";"   1.99";"   2.40";"   1.60";"   2.41";"   2.41";"   3.63";"   2.83";"   2.43";"   1.22";"   1.21";"202009";"15/01/2021 07:40:34"
"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO (320251)";"Médico Hospitalar";"Médio";"111";"120";"   2.39";"   1.58";"   2.38";"   2.39";"   1.80";"   0.60";"   0.61";"   0.61";"   0.81";"   0.81";"   1.21";"   1.40";"202009";"15/01/2021 07:40:34"
"SISTEMAS E PLANOS DE SAÚDE LTDA. (352586)";"Médico Hospitalar";"Médio";"112";"80";"   2.36";"   2.77";"   1.96";"   2.36";"   1.65";"   1.09";"   0.40";"   0.40";"   0.80";"   1.06";"   0.79";"   1.05";"202009";"15/01/2021 07:40:34"
"FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233)";"Médico Hospitalar";"Médio";"113";"106";"   2.32";"   1.94";"   1.94";"   2.32";"   1.54";"   1.54";"   0.38";"   1.15";"   1.90";"   2.65";"   1.88";"   2.23";"202009";"15/01/2021 07:40:34"
"UNIMED LITORAL COOPERATIVA DE TRABALHO MÉDICO LTDA (303356)";"Médico Hospitalar";"Médio";"114";"70";"   2.32";"   3.64";"   2.62";"   2.32";"   2.32";"   2.61";"   2.75";"   1.88";"   2.02";"   1.88";"   2.03";"   1.61";"202009";"15/01/2021 07:40:34"
"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO (303267)";"Médico Hospitalar";"Grande";"65";"64";"   1.50";"   1.66";"   1.29";"   1.50";"   1.81";"   2.12";"   2.22";"   1.71";"   1.51";"   1.31";"   1.12";"   1.32";"202009";"15/01/2021 07:40:34"
"UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO (343269)";"Médico Hospitalar";"Grande";"66";"68";"   1.37";"   1.25";"   1.09";"   1.37";"   1.37";"   0.99";"   0.88";"   1.04";"   1.31";"   1.42";"   1.15";"   1.04";"202009";"15/01/2021 07:40:34"
"UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD. (355691)";"Médico Hospitalar";"Grande";"67";"65";"   1.34";"   1.53";"   1.59";"   1.34";"   1.40";"   1.07";"   0.69";"   1.13";"   1.62";"   2.36";"   1.85";"   1.85";"202009";"15/01/2021 07:40:34"
"UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA. (352501)";"Médico Hospitalar";"Grande";"68";"72";"   1.25";"   0.95";"   1.18";"   1.25";"   1.31";"   1.15";"   1.17";"   1.23";"   1.31";"   1.43";"   1.29";"   1.24";"202009";"15/01/2021 07:40:34"
"UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA (319121)";"Médico Hospitalar";"Grande";"69";"70";"   1.14";"   0.97";"   1.02";"   1.14";"   1.08";"   0.97";"   0.79";"   0.90";"   0.90";"   0.79";"   0.62";"   0.85";"202009";"15/01/2021 07:40:34"
"CARE PLUS MEDICINA ASSISTENCIAL LTDA. (379956)";"Médico Hospitalar";"Grande";"70";"60";"   1.02";"   1.76";"   1.10";"   1.02";"   0.94";"   1.12";"   0.94";"   1.73";"   1.57";"   1.84";"   1.93";"   2.20";"202009";"15/01/2021 07:40:34"
"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA. (325571)";"Médico Hospitalar";"Grande";"71";"75";"   1.02";"   0.76";"   0.92";"   1.02";"   0.81";"   0.71";"   0.65";"   0.70";"   0.94";"   0.94";"   0.84";"   0.45";"202009";"15/01/2021 07:40:34"
"VALE S/A (345695)";"Médico Hospitalar";"Grande";"72";"66";"   0.97";"   1.50";"   1.62";"   0.97";"   0.76";"   0.38";"   0.49";"   0.66";"   0.55";"   0.76";"   0.93";"   1.14";"202009";"15/01/2021 07:40:34"
"CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL (413534)";"Médico Hospitalar";"Grande";"73";"77";"   0.80";"   0.70";"   0.75";"   0.80";"   0.50";"   0.65";"   0.55";"   0.80";"   0.75";"   0.85";"   0.85";"   0.78";"202009";"15/01/2021 07:40:34"
"UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA. (306398)";"Médico Hospitalar";"Grande";"74";"73";"   0.71";"   0.83";"   0.77";"   0.71";"   0.58";"   0.58";"   0.65";"   0.65";"   0.52";"   0.45";"   0.39";"   0.45";"202009";"15/01/2021 07:40:34"
"UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO (334561)";"Médico Hospitalar";"Grande";"75";"76";"   0.35";"   0.70";"   0.62";"   0.35";"   0.27";"   0.62";"   1.15";"   1.23";"   1.05";"   0.88";"   0.97";"   0.88";"202009";"15/01/2021 07:40:34"
"ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI (382540)";"Médico Hospitalar";"Grande";"76";"80";"   0.31";"   0.12";"   0.19";"   0.31";"   0.27";"   0.19";"   0.15";"   0.26";"   0.19";"   0.23";"   0.11";"   0.15";"202009";"15/01/2021 07:40:34"
"UNIMED SAÚDE E ODONTO S.A (416801)";"Médico Hospitalar";"Grande";"77";"78";"   0.27";"   0.45";"   0.36";"   0.27";"   0.24";"   0.27";"   0.24";"   0.10";"   0.22";"   0.27";"   0.39";"   0.35";"202009";"15/01/2021 07:40:34"
"BRF S/A (417238)";"Médico Hospitalar";"Grande";"78";"79";"   0.20";"   0.40";"   0.20";"   0.20";"   0.10";"   0.10";"   0.10";"   0.10";"0.00";"   0.10";"   0.10";"   0.10";"202009";"15/01/2021 07:40:34"
"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL (324213)";"Médico Hospitalar";"Médio";"1";"1";" 522.10";" 288.05";" 377.00";" 522.10";" 580.69";" 597.99";" 422.34";" 359.97";" 333.39";" 532.85";" 560.54";" 493.68";"202009";"15/01/2021 07:40:34"
"BIOVIDA SAÚDE LTDA. (415111)";"Médico Hospitalar";"Médio";"2";"2";"  87.18";"  64.98";"  83.62";"  87.18";"  70.11";"  47.52";"  26.34";"  15.37";"   9.79";"   8.71";"   8.40";"   8.48";"202009";"15/01/2021 07:40:34"
"UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA (317896)";"Médico Hospitalar";"Médio";"3";"3";"  47.86";"  58.42";"  50.62";"  47.86";"  39.73";"  26.92";"  10.03";"   7.20";"  10.81";"  12.18";"  10.85";"   9.47";"202009";"15/01/2021 07:40:34"
"UNIHOSP SAÚDE LTDA (385255)";"Médico Hospitalar";"Médio";"4";"4";"  34.45";"  34.07";"  32.46";"  34.45";"  28.51";"  23.12";"  14.28";"   9.77";"   9.92";"  10.78";"  10.54";"  15.33";"202009";"15/01/2021 07:40:34"
"LIFEDAY PLANOS DE SAÚDE LTDA. (309699)";"Médico Hospitalar";"Médio";"5";"6";"  22.84";"  29.53";"  24.15";"  22.84";"  18.14";"  12.42";"   8.89";"  12.21";"  14.58";"  16.02";"  12.18";"  13.06";"202009";"15/01/2021 07:40:34"
"UNIÃO MÉDICA PLANOS DE SAÚDE S/A (414581)";"Médico Hospitalar";"Médio";"6";"7";"  22.38";"  23.30";"  22.84";"  22.38";"  19.72";"  17.99";"  10.09";"   8.53";"   8.14";"  10.77";"  12.79";"  12.77";"202009";"15/01/2021 07:40:34"
"PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463)";"Médico Hospitalar";"Médio";"7";"5";"  18.54";"  31.63";"  24.49";"  18.54";"  15.53";"  13.96";"  11.64";"   9.06";"   5.59";"   7.80";"   7.08";"   8.34";"202009";"15/01/2021 07:40:34"
"SAÚDE SIM LTDA (320111)";"Médico Hospitalar";"Médio";"8";"27";"  17.88";"   7.83";"  11.48";"  17.88";"  19.08";"  13.45";"  10.05";"   9.12";"  11.27";"  11.51";"  10.81";"  11.64";"202009";"15/01/2021 07:40:34"
"UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA (311961)";"Médico Hospitalar";"Médio";"9";"9";"  17.12";"  11.65";"  15.02";"  17.12";"  18.40";"  14.77";"  14.13";"  18.31";"  26.27";"  31.30";"  27.28";"  23.06";"202009";"15/01/2021 07:40:34"
"UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO (348406)";"Médico Hospitalar";"Médio";"10";"2";"  16.13";"  43.89";"  24.41";"  16.13";"  15.21";"  11.92";"   8.00";"   7.55";"   7.00";"   7.64";"   8.18";"   8.77";"202009";"15/01/2021 07:40:34"
"UNIHOSP SERVIÇOS DE SAÚDE S.A (412538)";"Médico Hospitalar";"Médio";"11";"26";"  15.74";"   7.89";"  11.70";"  15.74";"  14.06";"  13.37";"   9.12";"   8.44";"   5.33";"   5.12";"   5.66";"   5.66";"202009";"15/01/2021 07:40:34"
"ADPART M2 ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA (419168)";"Médico Hospitalar";"Médio";"12";"22";"  15.26";"   8.51";"  10.19";"  15.26";"  19.75";"  19.76";"  14.21";"  11.22";"  13.16";"  17.31";"  14.41";"  15.35";"202009";"15/01/2021 07:40:34"
"ALLIANZ SAÚDE S/A (000515)";"Médico Hospitalar";"Médio";"13";"16";"  14.99";"   9.51";"   9.43";"  14.99";"  15.43";"  13.09";"   5.84";"   4.37";"   4.10";"   4.13";"   4.49";"   4.86";"202009";"15/01/2021 07:40:34"
"GARANTIA DE SAÚDE LTDA (343064)";"Médico Hospitalar";"Médio";"14";"10";"  14.71";"  11.60";"  13.36";"  14.71";"  12.94";"  11.56";"  14.03";"  12.89";"  16.55";"  14.80";"  16.10";"  12.69";"202009";"15/01/2021 07:40:34"
"LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A (379280)";"Médico Hospitalar";"Médio";"15";"25";"  12.60";"   8.06";"   9.85";"  12.60";"  18.35";"  12.36";"  10.89";"  12.36";"  10.75";"  12.76";"  10.38";"  11.97";"202009";"15/01/2021 07:40:34"
"UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO (337668)";"Médico Hospitalar";"Médio";"16";"8";"  12.07";"  11.93";"  11.87";"  12.07";"  12.01";"  11.31";"  12.11";"  12.54";"  13.13";"  15.77";"  16.03";"  17.57";"202009";"15/01/2021 07:40:34"
"UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO (352683)";"Médico Hospitalar";"Médio";"17";"14";"  11.67";"   9.63";"  12.09";"  11.67";"  11.46";"  10.62";"  11.20";"  10.53";"   9.28";"   7.25";"   6.04";"   5.64";"202009";"15/01/2021 07:40:34"
"QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA. (418170)";"Médico Hospitalar";"Médio";"18";"31";"  11.64";"   7.32";"   8.98";"  11.64";"  12.19";"   8.61";"   5.44";"   2.67";"   3.28";"   3.22";"   4.43";"   5.91";"202009";"15/01/2021 07:40:34"
"CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP (324477)";"Médico Hospitalar";"Médio";"19";"33";"  11.40";"   6.93";"   8.73";"  11.40";"  12.38";"  11.50";"   8.19";"   8.05";"   7.06";"   8.00";"   7.46";"   7.76";"202009";"15/01/2021 07:40:34"
"AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ (401081)";"Médico Hospitalar";"Médio";"20";"28";"  11.20";"   7.68";"  10.13";"  11.20";"  11.51";"  10.32";"   9.44";"   7.83";"   5.86";"   5.87";"   6.59";"   6.77";"202009";"15/01/2021 07:40:34"
"ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS (344800)";"Médico Hospitalar";"Médio";"21";"24";"  11.11";"   8.30";"   9.23";"  11.11";"  10.38";"  10.19";"   8.49";"  10.24";"  10.52";"  10.12";"   7.61";"   5.68";"202009";"15/01/2021 07:40:34"
"SANTA RITA SISTEMA DE SAUDE LTDA (413194)";"Médico Hospitalar";"Médio";"22";"11";"  10.79";"  10.76";"  11.97";"  10.79";"   9.63";"   7.98";"   8.30";"   6.22";"   5.01";"   7.25";"  10.25";"  11.32";"202009";"15/01/2021 07:40:34"
"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE. AMAPÁ. AMAZONAS. PARÁ. RONDONIA E RORAIMA (313971)";"Médico Hospitalar";"Médio";"23";"42";"  10.60";"   6.01";"   7.83";"  10.60";"  11.92";"  10.01";"   7.78";"  10.07";"  12.74";"  14.00";"  10.96";"   8.73";"202009";"15/01/2021 07:40:34"
"FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA (346926)";"Médico Hospitalar";"Médio";"24";"18";"  10.37";"   9.21";"   9.64";"  10.37";"  16.43";"  18.30";"  17.03";"  10.41";"   7.89";"   7.56";"   7.08";"   6.77";"202009";"15/01/2021 07:40:34"
"UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA (356123)";"Médico Hospitalar";"Médio";"25";"40";"  10.15";"   6.19";"   7.04";"  10.15";"  10.16";"   9.01";"   3.65";"   2.79";"   3.35";"   3.07";"   2.51";"   1.94";"202009";"15/01/2021 07:40:34"
"ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA (325236)";"Médico Hospitalar";"Médio";"26";"23";"  10.04";"   8.34";"   9.59";"  10.04";"   7.33";"   4.98";"   4.64";"   5.90";"   8.87";"   9.29";"   8.95";"   6.86";"202009";"15/01/2021 07:40:34"
"SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A (335614)";"Médico Hospitalar";"Médio";"27";"17";"   9.64";"   9.29";"   9.47";"   9.64";"   9.11";"   6.30";"   6.02";"   6.44";"   5.77";"   4.03";"   2.74";"   4.52";"202009";"15/01/2021 07:40:34"
"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE SANTOS (418021)";"Médico Hospitalar";"Médio";"28";"21";"   9.39";"   8.64";"   8.27";"   9.39";"   8.23";"   7.17";"   5.31";"   5.41";"   6.39";"   8.80";"   8.01";"   7.51";"202009";"15/01/2021 07:40:34"
"UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA. (304051)";"Médico Hospitalar";"Médio";"29";"19";"   9.38";"   8.69";"   8.25";"   9.38";"   9.13";"   6.91";"   5.95";"   6.94";"   9.49";"  10.99";"  10.94";"  10.41";"202009";"15/01/2021 07:40:34"
"SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA. (400190)";"Médico Hospitalar";"Médio";"30";"34";"   9.26";"   6.91";"   7.59";"   9.26";"  10.09";"   8.70";"   6.24";"   3.55";"   2.97";"   4.64";"   6.56";"   8.21";"202009";"15/01/2021 07:40:34"
"UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA (350371)";"Médico Hospitalar";"Médio";"31";"41";"   9.16";"   6.04";"   7.84";"   9.16";"   8.45";"   5.52";"   2.47";"   3.71";"   5.89";"   7.48";"   6.85";"   5.63";"202009";"15/01/2021 07:40:34"
